HOUSE NUMBER,STREET,ZIPCODE,PROPERTY CLASS CODE DESCRIPTION,FRONT,DEPTH,HOUSE NUMBER STREET ZIPCODE
416,SYCAMORE,14204,TWO FAMILY DWELLING,37.50,97.50,416 SYCAMORE 14204
624,WEST,14213,TWO FAMILY DWELLING,25.00,150.00,624 WEST 14213
303,PLYMOUTH,14213,TWO FAMILY DWELLING,27.00,149.00,303 PLYMOUTH 14213
422,SYCAMORE,14212,AUTO BODY AND TIRE SHOPS,62.50,97.00,422 SYCAMORE 14212
632,WEST,14213,ONE FAMILY DWELLING,25.00,150.00,632 WEST 14213
261,MASSACHUSETTS,14213,DOWNTOWN ROW TYPE (DETACHED),65.00,116.00,261 MASSACHUSETTS 14213
660,WEST,14213,RESIDENTIAL VACANT LAND,30.00,150.00,660 WEST 14213
714,WEST,14213,TWO FAMILY DWELLING,40.00,149.00,714 WEST 14213
43,A ST,14211,TWO FAMILY DWELLING,30.00,142.00,43 A ST 14211
444,PLYMOUTH,14213,RESIDENTIAL VACANT LAND,28.00,149.00,444 PLYMOUTH 14213
720,WEST,14213,APARTMENT,42.00,149.00,720 WEST 14213
399,PLYMOUTH,14213,RESIDENTIAL VACANT LAND,29.50,100.00,399 PLYMOUTH 14213
783,FILLMORE,14212,RESIDENTIAL VACANT LAND,30.00,115.00,783 FILLMORE 14212
391,BUSTI,14201,TWO FAMILY DWELLING,30.00,122.00,391 BUSTI 14201
551,BUSTI,14201,RESIDENTIAL VACANT LAND,27.00,132.00,551 BUSTI 14201
418,BUSTI,14201,TWO FAMILY DWELLING,30.00,100.00,418 BUSTI 14201
474,BUSTI,14201,TWO FAMILY DWELLING,25.00,132.00,474 BUSTI 14201
560,BUSTI,14201,TWO FAMILY DWELLING,29.00,132.00,560 BUSTI 14201
3,COTTAGE,14201,THREE FAMILY DWELLING,50.00,120.00,3 COTTAGE 14201
58,COTTAGE,14201,THREE FAMILY DWELLING,25.00,0.00,58 COTTAGE 14201
213,EFNER,14201,TWO FAMILY DWELLING,22.50,90.00,213 EFNER 14201
215,EFNER,14201,ONE FAMILY DWELLING,22.50,90.00,215 EFNER 14201
389,NORMAL,14213,RESIDENTIAL VACANT LAND,25.00,148.00,389 NORMAL 14213
3,FARGO,14201,THREE FAMILY DWELLING,40.00,120.00,3 FARGO 14201
39,FARGO,14201,THREE FAMILY DWELLING,39.00,168.00,39 FARGO 14201
210,HUDSON,14201,APARTMENT,35.00,116.00,210 HUDSON 14201
220,NORMAL,14213,ONE FAMILY DWELLING,27.00,149.00,220 NORMAL 14213
135,SCHOOL,14213,ONE FAMILY DWELLING,30.00,100.00,135 SCHOOL 14213
216,HUDSON,14201,MULTIPLE RESIDENCES,73.00,166.00,216 HUDSON 14201
262,HUDSON,14201,TWO FAMILY DWELLING,34.00,125.00,262 HUDSON 14201
301,JERSEY,14201,APARTMENT,37.25,120.00,301 JERSEY 14201
259,LEXINGTON,14222,ONE FAMILY DWELLING,24.50,103.00,259 LEXINGTON 14222
15,SHERWOOD,14213,RESIDENTIAL VACANT LAND,26.00,64.00,15 SHERWOOD 14213
297,LEXINGTON,14222,THREE FAMILY DWELLING,47.00,175.00,297 LEXINGTON 14222
14,MARINER,14201,ONE FAMILY DWELLING,29.00,100.00,14 MARINER 14201
242,MARYLAND,14201,TWO FAMILY DWELLING,25.00,116.00,242 MARYLAND 14201
468,NIAGARA,14201,DOWNTOWN ROW TYPE (DETACHED),24.00,100.00,468 NIAGARA 14201
518,NIAGARA,14201,DOWNTOWN ROW TYPE (DETACHED),80.00,100.00,518 NIAGARA 14201
510,PLYMOUTH,14213,TWO FAMILY DWELLING,30.00,150.00,510 PLYMOUTH 14213
510,HIGH,14211,THREE FAMILY DWELLING,60.25,124.00,510 HIGH 14211
578,NIAGARA,14201,DOWNTOWN ROW TYPE (DETACHED),28.00,132.00,578 NIAGARA 14201
580,NIAGARA,14201,DOWNTOWN ROW TYPE (DETACHED),28.00,132.00,580 NIAGARA 14201
640,PLYMOUTH,14213,TWO FAMILY DWELLING,26.25,100.00,640 PLYMOUTH 14213
184,NORWOOD,14222,TWO FAMILY DWELLING,33.33,171.00,184 NORWOOD 14222
198,NORWOOD,14222,MULTIPLE RESIDENCES,35.00,174.00,198 NORWOOD 14222
242,NORWOOD,14222,THREE FAMILY DWELLING,40.00,108.00,242 NORWOOD 14222
256,PENNSYLVANIA,14201,TWO FAMILY DWELLING,32.75,100.00,256 PENNSYLVANIA 14201
600,UTICA WEST,14213,TWO FAMILY DWELLING,29.41,118.10,600 UTICA WEST 14213
322,PENNSYLVANIA,14201,APARTMENT,30.00,80.00,322 PENNSYLVANIA 14201
149,PENNSYLVANIA,14201,MULTIPLE RESIDENCES,28.00,100.76,149 PENNSYLVANIA 14201
259,PENNSYLVANIA,14201,TWO FAMILY DWELLING,32.00,101.00,259 PENNSYLVANIA 14201
321,PENNSYLVANIA,14201,DOWNTOWN ROW TYPE (DETACHED),30.00,67.00,321 PENNSYLVANIA 14201
844,PROSPECT,14213,RESIDENTIAL VACANT LAND,25.00,132.00,844 PROSPECT 14213
282,VERMONT,14213,RESIDENTIAL VACANT LAND,25.00,100.00,282 VERMONT 14213
440,PORTER,14201,APARTMENT,68.00,128.00,440 PORTER 14201
347,PROSPECT,14201,TWO FAMILY DWELLING,25.00,100.00,347 PROSPECT 14201
178,VERMONT,14213,RESIDENTIAL VACANT LAND,29.00,120.00,178 VERMONT 14213
433,PROSPECT,14201,APARTMENT,50.00,165.00,433 PROSPECT 14201
90,PROSPECT,14201,APARTMENT,30.00,132.00,90 PROSPECT 14201
279,MILLS,14211,TWO FAMILY DWELLING,30.00,123.00,279 MILLS 14211
913,PROSPECT,14213,TWO FAMILY DWELLING,30.00,133.00,913 PROSPECT 14213
382,PROSPECT,14201,RESIDENTIAL VACANT LAND,25.00,100.00,382 PROSPECT 14201
149,RICHMOND,14222,APARTMENT,35.00,190.00,149 RICHMOND 14222
8,MYERS,14211,ONE FAMILY DWELLING,32.00,115.00,8 MYERS 14211
155,RICHMOND,14222,RELIGIOUS,113.00,216.00,155 RICHMOND 14222
365,PLYMOUTH,14213,RESIDENTIAL VACANT LAND,25.00,149.00,365 PLYMOUTH 14213
139,SCHOOL,14213,RESIDENTIAL VACANT LAND,30.00,100.00,139 SCHOOL 14213
415,SEVENTH,14201,TWO FAMILY DWELLING,29.00,132.00,415 SEVENTH 14201
850,PROSPECT,14213,RESIDENTIAL VACANT LAND,32.00,132.00,850 PROSPECT 14213
555,SEVENTH,14201,MULTIPLE RESIDENCES,30.00,124.00,555 SEVENTH 14201
406,SEVENTH,14201,MULTIPLE RESIDENCES,30.00,122.00,406 SEVENTH 14201
221,RHODE ISLAND,14213,RESIDENTIAL VACANT LAND,25.00,72.00,221 RHODE ISLAND 14213
223,RHODE ISLAND,14213,RESIDENTIAL VACANT LAND,25.00,81.00,223 RHODE ISLAND 14213
450,SEVENTH,14201,ONE FAMILY DWELLING,25.00,112.50,450 SEVENTH 14201
482,SEVENTH,14201,TWO FAMILY DWELLING,35.00,132.00,482 SEVENTH 14201
538,SEVENTH,14201,TWO FAMILY DWELLING,28.50,100.00,538 SEVENTH 14201
17,ST JOHNS PL,14201,ONE FAMILY DWELLING,45.00,109.00,17 ST JOHNS PL 14201
149,TENTH,14201,RESIDENTIAL VACANT LAND,25.00,106.00,149 TENTH 14201
803,WEST,14213,TWO FAMILY DWELLING,30.00,118.00,803 WEST 14213
106,TENTH,14201,TWO FAMILY DWELLING,45.00,100.00,106 TENTH 14201
809,WEST,14213,ONE FAMILY DWELLING,30.00,84.00,809 WEST 14213
116,TENTH,14201,ONE FAMILY DWELLING,22.00,100.00,116 TENTH 14201
401,SHERMAN,14212,ONE FAMILY DWELLING,25.00,132.00,401 SHERMAN 14212
78,TRACY,14201,APARTMENT,71.00,90.00,78 TRACY 14201
121,SCHOOL,14213,RESIDENTIAL VACANT LAND,30.00,100.00,121 SCHOOL 14213
524,SHERMAN,14211,RESIDENTIAL VACANT LAND,30.00,132.00,524 SHERMAN 14211
302,TRENTON,14201,ONE FAMILY DWELLING,30.00,100.00,302 TRENTON 14201
67,STRAUSS,14212,ONE FAMILY DWELLING,30.00,139.00,67 STRAUSS 14212
200,TUPPER WEST,14201,TWO FAMILY DWELLING,30.00,157.00,200 TUPPER WEST 14201
204,TUPPER WEST,14201,ONE FAMILY DWELLING,25.00,157.00,204 TUPPER WEST 14201
395,UTICA WEST,14222,THREE FAMILY DWELLING,25.00,140.00,395 UTICA WEST 14222
19,SHERWOOD,14213,RESIDENTIAL VACANT LAND,34.00,80.00,19 SHERWOOD 14213
189,VIRGINIA ST,14201,TWO FAMILY DWELLING,25.00,86.00,189 VIRGINIA ST 14201
33,WEST,14201,MULTIPLE RESIDENCES,30.00,137.00,33 WEST 14201
45,WEST,14201,ONE FAMILY DWELLING,28.00,137.00,45 WEST 14201
168,WEST,14201,TWO FAMILY DWELLING,25.00,83.00,168 WEST 14201
378,WEST,14201,TWO FAMILY DWELLING,32.00,139.00,378 WEST 14201
11,WHITNEY,14201,"INNS,LODGES,BOARDING AND ROOMING HOUSES",30.00,100.00,11 WHITNEY 14201
69,WHITNEY,14201,"INNS,LODGES,BOARDING AND ROOMING HOUSES",31.42,100.00,69 WHITNEY 14201
193,WHITNEY,14201,TWO FAMILY DWELLING,25.75,100.00,193 WHITNEY 14201
98,TIMON,14211,TWO FAMILY DWELLING,30.00,137.00,98 TIMON 14211
463,BUSTI,14201,RESIDENTIAL VACANT LAND,25.00,132.00,463 BUSTI 14201
265,WHITNEY,14201,ONE FAMILY DWELLING,35.50,91.00,265 WHITNEY 14201
580,WILSON,14211,ONE FAMILY DWELLING,30.00,119.90,580 WILSON 14211
49,WOLTZ,14212,ONE FAMILY DWELLING,30.00,108.00,49 WOLTZ 14212
96,WHITNEY,14201,TWO FAMILY DWELLING,25.00,100.00,96 WHITNEY 14201
392,BRISTOL,14206,RESIDENTIAL VACANT LAND,25.00,0.00,392 BRISTOL 14206
171,FARGO,14201,ONE FAMILY DWELLING,32.00,138.00,171 FARGO 14201
498,DELAWARE,14202,OFFICE BUILDING,160.00,206.00,498 DELAWARE 14202
49,COTTAGE,14201,APARTMENT,57.75,200.00,49 COTTAGE 14201
1175,BROADWAY,14212,OTHER STORAGE & WAREHOUSE FACILITIES,37.47,107.00,1175 BROADWAY 14212
23,SHIELDS,14213,TWO FAMILY DWELLING,25.00,107.00,23 SHIELDS 14213
45,CLARK,14206,RESIDENTIAL VACANT LAND,33.33,89.00,45 CLARK 14206
469,FRANKLIN,14202,DOWNTOWN ROW TYPE (DETACHED),50.00,115.00,469 FRANKLIN 14202
531,FRANKLIN,14202,"INNS,LODGES,BOARDING AND ROOMING HOUSES",53.00,146.00,531 FRANKLIN 14202
229,EFNER,14201,RESIDENTIAL VACANT LAND,30.00,93.00,229 EFNER 14201
151,SIXTEENTH,14213,RESIDENTIAL VACANT LAND,28.00,140.00,151 SIXTEENTH 14213
5,GENESEE,14203,DINERS OR LUNCHEONETTES,22.00,29.00,5 GENESEE 14203
7,GENESEE,14203,DINERS OR LUNCHEONETTES,20.00,75.00,7 GENESEE 14203
707,WEST,14213,RESIDENTIAL VACANT LAND,29.66,149.00,707 WEST 14213
135,VERMONT,14213,RESIDENTIAL VACANT LAND,30.00,116.50,135 VERMONT 14213
773,WEST,14213,RESIDENTIAL VACANT LAND,26.00,122.75,773 WEST 14213
47,MOHAWK EAST,14203,DOWNTOWN ROW TYPE (DETACHED),33.33,90.00,47 MOHAWK EAST 14203
59,PEARL NORTH,14202,TWO FAMILY DWELLING,50.00,100.00,59 PEARL NORTH 14202
140,PEARL NORTH,14202,TWO FAMILY DWELLING,50.00,100.00,140 PEARL NORTH 14202
267,VERMONT,14213,RESIDENTIAL VACANT LAND,30.00,100.00,267 VERMONT 14213
67,PARK,14201,APARTMENT,40.00,100.00,67 PARK 14201
388,PEARL ST,14202,OFFICE BUILDING,99.00,110.00,388 PEARL ST 14202
330,BROADWAY,14204,COMMERCIAL VACANT LAND,96.00,200.00,330 BROADWAY 14204
51,CAMP,14204,RESIDENTIAL VACANT LAND,30.00,100.00,51 CAMP 14204
210,GIBSON,14212,RESIDENTIAL VACANT LAND,30.00,110.00,210 GIBSON 14212
490,NIAGARA,14201,DOWNTOWN ROW TYPE (DETACHED),48.50,132.00,490 NIAGARA 14201
246,CARLTON,14204,MULTIPLE RESIDENCES,51.25,112.00,246 CARLTON 14204
244,CEDAR,14204,ONE FAMILY DWELLING,25.00,132.00,244 CEDAR 14204
289,CHERRY,14204,ONE FAMILY DWELLING,25.00,100.00,289 CHERRY 14204
47,HOWARD,14206,RESIDENTIAL VACANT LAND,27.00,93.00,47 HOWARD 14206
19,EUREKA,14204,ONE FAMILY DWELLING,30.00,100.00,19 EUREKA 14204
27,EUREKA,14204,TWO FAMILY DWELLING,30.00,100.00,27 EUREKA 14204
629,WEST,14213,RESIDENTIAL VACANT LAND,30.00,149.00,629 WEST 14213
49,EUREKA,14204,ONE FAMILY DWELLING,51.25,100.00,49 EUREKA 14204
338,GENESEE,14204,COMMERCIAL VACANT LAND,25.00,125.00,338 GENESEE 14204
342,GENESEE,14204,COMMERCIAL VACANT LAND,22.00,125.00,342 GENESEE 14204
344,GENESEE,14204,COMMERCIAL VACANT LAND,22.00,125.00,344 GENESEE 14204
406,GENESEE,14204,OTHER STORAGE & WAREHOUSE FACILITIES,160.00,125.00,406 GENESEE 14204
111,KRETTNER,14206,TWO FAMILY DWELLING,30.00,105.00,111 KRETTNER 14206
335,GENESEE,14204,COMMERCIAL VACANT LAND,37.50,110.00,335 GENESEE 14204
475,GENESEE,14204,ONE STORY SMALL STRUCTURE,42.00,125.00,475 GENESEE 14204
424,HICKORY,14204,RESIDENTIAL VACANT LAND,25.00,153.00,424 HICKORY 14204
201,HIGH,14204,MULTIPLE RESIDENCES,51.25,111.00,201 HIGH 14204
858,JEFFERSON,14204,DOWNTOWN ROW TYPE (DETACHED),30.00,80.00,858 JEFFERSON 14204
105,LEMON,14204,TWO FAMILY DWELLING,37.50,100.00,105 LEMON 14204
187,LEMON,14204,TWO FAMILY DWELLING,30.00,200.00,187 LEMON 14204
191,LEMON,14204,ONE FAMILY DWELLING,60.00,100.00,191 LEMON 14204
74,LEMON,14204,ONE FAMILY DWELLING,34.00,100.00,74 LEMON 14204
190,LEMON,14204,ONE FAMILY DWELLING,51.00,100.00,190 LEMON 14204
623,WEST,14213,RESIDENTIAL VACANT LAND,26.00,47.60,623 WEST 14213
194,LEMON,14204,ONE FAMILY DWELLING,51.00,100.00,194 LEMON 14204
347,PECKHAM,14206,FUNERAL HOMES,58.32,120.00,347 PECKHAM 14206
119,LOCUST,14204,TWO FAMILY DWELLING,25.00,100.00,119 LOCUST 14204
261,LOCUST,14204,MULTIPLE RESIDENCES,25.00,100.00,261 LOCUST 14204
110,PLAYTER,14212,THREE FAMILY DWELLING,30.00,90.00,110 PLAYTER 14212
279,LOCUST,14204,TWO FAMILY DWELLING,25.00,100.00,279 LOCUST 14204
227,MAPLE,14204,TWO FAMILY DWELLING,55.00,100.00,227 MAPLE 14204
309,MAPLE,14204,MULTIPLE RESIDENCES,55.00,100.00,309 MAPLE 14204
182,MAPLE,14204,ONE FAMILY DWELLING,78.66,100.00,182 MAPLE 14204
62,SEARS,14212,THREE FAMILY DWELLING,30.00,90.00,62 SEARS 14212
485,MICHIGAN,14203,OFFICE BUILDING,80.00,161.00,485 MICHIGAN 14203
139,MORTIMER,14204,COMMERCIAL VACANT LAND,45.00,52.50,139 MORTIMER 14204
312,TRENTON,14201,ONE FAMILY DWELLING,30.00,100.00,312 TRENTON 14201
187,MORTIMER,14204,RESIDENTIAL VACANT LAND,200.00,365.00,187 MORTIMER 14204
262,BUSTI,14201,RESIDENTIAL VACANT LAND,26.00,100.00,262 BUSTI 14201
148,MULBERRY,14204,ONE FAMILY DWELLING,50.00,100.00,148 MULBERRY 14204
93,ORANGE,14204,ONE FAMILY DWELLING,25.00,100.00,93 ORANGE 14204
56,ORANGE,14204,ONE FAMILY DWELLING,25.00,100.00,56 ORANGE 14204
35,PEACH,14204,ONE FAMILY DWELLING,30.00,100.00,35 PEACH 14204
73,PEACH,14204,ONE FAMILY DWELLING,25.00,100.00,73 PEACH 14204
89,PEACH,14204,TWO FAMILY DWELLING,34.00,100.00,89 PEACH 14204
95,PEACH,14204,TWO FAMILY DWELLING,40.00,100.00,95 PEACH 14204
241,PEACH,14204,ONE FAMILY DWELLING,25.00,100.00,241 PEACH 14204
247,PINE ST,14204,MULTIPLE RESIDENCES,31.00,132.00,247 PINE ST 14204
35,ROSE,14204,RESIDENTIAL VACANT LAND,26.00,52.50,35 ROSE 14204
55,ROSE,14204,ONE FAMILY DWELLING,30.00,100.00,55 ROSE 14204
58,ROSE,14204,ONE FAMILY DWELLING,26.00,100.00,58 ROSE 14204
116,ROSE,14204,ONE FAMILY DWELLING,25.00,100.00,116 ROSE 14204
12,WARREN,14212,TWO FAMILY DWELLING,30.00,100.00,12 WARREN 14212
118,ROSE,14204,ONE FAMILY DWELLING,25.00,100.00,118 ROSE 14204
572,SPRING,14204,MULTIPLE RESIDENCES,35.00,132.00,572 SPRING 14204
27,ALWIN,14211,RESIDENTIAL VACANT LAND,30.00,100.00,27 ALWIN 14211
580,SPRING,14204,MULTIPLE RESIDENCES,25.00,132.00,580 SPRING 14204
586,SPRING,14204,RESIDENTIAL VACANT LAND,25.00,132.00,586 SPRING 14204
62,SPRUCE,14204,TWO FAMILY DWELLING,33.00,100.00,62 SPRUCE 14204
164,SYCAMORE,14204,MULTIPLE RESIDENCES,50.00,100.00,164 SYCAMORE 14204
344,SYCAMORE,14204,MANUFACTURING & PROCESSING,104.00,141.00,344 SYCAMORE 14204
33,B ST,14211,RESIDENTIAL VACANT LAND,30.00,142.00,33 B ST 14211
125,SYCAMORE,14204,RELIGIOUS,30.00,85.00,125 SYCAMORE 14204
219,WALNUT,14204,ONE FAMILY DWELLING,33.00,50.00,219 WALNUT 14204
45,A ST,14211,MULTIPLE RESIDENCES,62.00,142.00,45 A ST 14211
55,A ST,14211,TWO FAMILY DWELLING,32.00,142.00,55 A ST 14211
399,ADAMS,14211,RESIDENTIAL VACANT LAND,25.00,106.00,399 ADAMS 14211
76,BUTLER,14208,TWO FAMILY DWELLING,35.00,105.00,76 BUTLER 14208
396,ADAMS,14206,TWO FAMILY DWELLING,50.00,109.00,396 ADAMS 14206
568,ADAMS,14211,RESIDENTIAL VACANT LAND,25.00,109.00,568 ADAMS 14211
16,ALWIN,14211,RESIDENTIAL VACANT LAND,30.00,105.00,16 ALWIN 14211
59,B ST,14211,RESIDENTIAL VACANT LAND,32.00,110.00,59 B ST 14211
43,LAKEVIEW,14201,RESIDENTIAL VACANT LAND,30.00,132.00,43 LAKEVIEW 14201
659,BEST,14211,TWO FAMILY DWELLING,32.00,110.00,659 BEST 14211
687,BEST,14211,RESIDENTIAL VACANT LAND,27.36,97.00,687 BEST 14211
727,BEST,14211,TWO FAMILY DWELLING,32.50,129.00,727 BEST 14211
807,BEST,14211,ONE FAMILY DWELLING,25.00,83.00,807 BEST 14211
809,BEST,14211,RESIDENTIAL VACANT LAND,25.00,77.00,809 BEST 14211
574,BROADWAY,14212,DOWNTOWN ROW TYPE (DETACHED),145.00,137.00,574 BROADWAY 14212
642,BROADWAY,14212,DOWNTOWN ROW TYPE (DETACHED),128.03,206.00,642 BROADWAY 14212
864,BROADWAY,14212,"SNACK BARS,DRIVE-INS,ICE CREAM BARS",151.00,170.89,864 BROADWAY 14212
287,DELAVAN EAST,14208,ONE FAMILY DWELLING,30.00,120.00,287 DELAVAN EAST 14208
1210,BROADWAY,14212,SOCIAL ORGANIZATIONS,140.00,0.00,1210 BROADWAY 14212
355,PROSPECT,14201,TWO FAMILY DWELLING,30.00,100.00,355 PROSPECT 14201
29,BROWN,14211,ONE FAMILY DWELLING,40.68,88.75,29 BROWN 14211
22,C ST,14211,ONE FAMILY DWELLING,45.00,142.00,22 C ST 14211
53,C ST,14211,ONE FAMILY DWELLING,32.00,95.00,53 C ST 14211
41,EARL,14211,TWO FAMILY DWELLING,30.00,113.00,41 EARL 14211
801,FILLMORE,14212,DOWNTOWN ROW TYPE (DETACHED),90.00,115.00,801 FILLMORE 14212
829,FILLMORE,14212,"INNS,LODGES,BOARDING AND ROOMING HOUSES",32.00,115.00,829 FILLMORE 14212
935,FILLMORE,14211,TWO FAMILY DWELLING,33.00,118.00,935 FILLMORE 14211
969,FILLMORE,14211,TWO FAMILY DWELLING,31.00,148.00,969 FILLMORE 14211
973,FILLMORE,14211,DOWNTOWN ROW TYPE (DETACHED),31.00,118.00,973 FILLMORE 14211
1007,FILLMORE,14211,RESIDENTIAL VACANT LAND,30.00,118.00,1007 FILLMORE 14211
1015,FILLMORE,14211,DOWNTOWN ROW TYPE (DETACHED),40.00,118.00,1015 FILLMORE 14211
788,FILLMORE,14212,ONE FAMILY DWELLING,35.00,132.50,788 FILLMORE 14212
828,FILLMORE,14212,TWO FAMILY DWELLING,35.00,132.50,828 FILLMORE 14212
968,FILLMORE,14211,TWO FAMILY DWELLING,30.00,0.00,968 FILLMORE 14211
1002,FILLMORE,14211,ONE FAMILY DWELLING,30.00,0.00,1002 FILLMORE 14211
1006,FILLMORE,14211,MULTIPLE RESIDENCES,30.00,0.00,1006 FILLMORE 14211
395,FLORIDA,14208,TWO FAMILY DWELLING,30.00,140.00,395 FLORIDA 14208
1022,FILLMORE,14211,ONE FAMILY DWELLING,30.00,0.00,1022 FILLMORE 14211
406,GLENWOOD,14208,TWO FAMILY DWELLING,35.00,115.00,406 GLENWOOD 14208
127,FOX,14212,TWO FAMILY DWELLING,30.00,132.00,127 FOX 14212
202,PROSPECT,14201,RESIDENTIAL VACANT LAND,25.00,100.00,202 PROSPECT 14201
403,FOX,14211,RESIDENTIAL VACANT LAND,25.00,141.00,403 FOX 14211
206,PROSPECT,14201,ONE FAMILY DWELLING,32.00,132.00,206 PROSPECT 14201
76,FOX,14212,MULTIPLE RESIDENCES,30.00,132.00,76 FOX 14212
736,GENESEE,14211,DOWNTOWN ROW TYPE (DETACHED),31.24,0.00,736 GENESEE 14211
742,GENESEE,14211,AUTO BODY AND TIRE SHOPS,104.53,0.00,742 GENESEE 14211
854,GENESEE,14211,DOWNTOWN ROW TYPE (DETACHED),35.00,0.00,854 GENESEE 14211
862,GENESEE,14211,DOWNTOWN ROW TYPE (DETACHED),81.00,0.00,862 GENESEE 14211
1040,GENESEE,14211,COMMERCIAL VACANT LAND,35.85,166.00,1040 GENESEE 14211
157,TUPPER WEST,14201,ONE FAMILY DWELLING,22.00,100.00,157 TUPPER WEST 14201
723,GENESEE,14211,TWO FAMILY DWELLING,68.00,99.00,723 GENESEE 14211
779,GENESEE,14211,AUTO BODY AND TIRE SHOPS,151.84,60.00,779 GENESEE 14211
825,GENESEE,14211,AUTO BODY AND TIRE SHOPS,101.42,97.00,825 GENESEE 14211
578,MICHIGAN,14203,CONVERTED RESIDENCE,34.50,127.00,578 MICHIGAN 14203
857,GENESEE,14211,DOWNTOWN ROW TYPE (DETACHED),31.50,74.00,857 GENESEE 14211
57,GOULDING,14208,TWO FAMILY DWELLING,35.00,105.00,57 GOULDING 14208
961,GENESEE,14211,RESIDENTIAL VACANT LAND,32.75,124.00,961 GENESEE 14211
1087,GENESEE,14211,OTHER STORAGE & WAREHOUSE FACILITIES,45.00,163.00,1087 GENESEE 14211
370,GIBSON,14212,TWO FAMILY DWELLING,30.00,110.00,370 GIBSON 14212
396,GIBSON,14212,TWO FAMILY DWELLING,30.00,110.00,396 GIBSON 14212
73,GREY,14212,THREE FAMILY DWELLING,26.50,191.00,73 GREY 14212
419,SEVENTH,14201,RESIDENTIAL VACANT LAND,29.00,132.00,419 SEVENTH 14201
56,GREY,14212,RESIDENTIAL VACANT LAND,25.00,145.00,56 GREY 14212
166,GREY,14211,TWO FAMILY DWELLING,39.00,190.00,166 GREY 14211
197,GUILFORD,14211,TWO FAMILY DWELLING,30.00,112.00,197 GUILFORD 14211
375,TRENTON,14201,RESIDENTIAL VACANT LAND,25.00,100.00,375 TRENTON 14201
403,GUILFORD,14211,TWO FAMILY DWELLING,31.00,94.00,403 GUILFORD 14211
272,TRENTON,14201,RESIDENTIAL VACANT LAND,25.00,93.00,272 TRENTON 14201
568,SEVENTH,14201,RESIDENTIAL VACANT LAND,35.00,132.00,568 SEVENTH 14201
54,GUILFORD,14212,TWO FAMILY DWELLING,30.00,115.00,54 GUILFORD 14212
102,ASH,14204,TWO FAMILY DWELLING,25.00,150.00,102 ASH 14204
122,GUILFORD,14212,TWO FAMILY DWELLING,30.00,115.00,122 GUILFORD 14212
110,ASH,14204,OTHER STORAGE & WAREHOUSE FACILITIES,37.00,150.00,110 ASH 14204
38,BEECH,14204,ONE FAMILY DWELLING,27.00,100.00,38 BEECH 14204
352,GUILFORD,14211,TWO FAMILY DWELLING,28.00,94.00,352 GUILFORD 14211
354,GUILFORD,14211,ONE FAMILY DWELLING,28.00,94.00,354 GUILFORD 14211
77,HARMONIA,14211,RESIDENTIAL VACANT LAND,30.00,80.00,77 HARMONIA 14211
82,HARMONIA,14211,ONE FAMILY DWELLING,30.00,80.00,82 HARMONIA 14211
125,HERMAN,14212,ONE FAMILY DWELLING,30.00,120.00,125 HERMAN 14212
165,HERMAN,14211,ONE FAMILY DWELLING,30.00,123.00,165 HERMAN 14211
183,HERMAN,14211,ONE FAMILY DWELLING,30.00,124.00,183 HERMAN 14211
50,NORWAY,14208,ONE FAMILY DWELLING,33.00,100.00,50 NORWAY 14208
235,HERMAN,14211,ONE FAMILY DWELLING,62.00,132.00,235 HERMAN 14211
347,HERMAN,14211,ONE FAMILY DWELLING,35.00,141.00,347 HERMAN 14211
276,TRENTON,14201,RESIDENTIAL VACANT LAND,25.00,100.00,276 TRENTON 14201
379,HERMAN,14211,TWO FAMILY DWELLING,33.00,141.00,379 HERMAN 14211
46,PLEASANT,14208,ONE FAMILY DWELLING,30.00,120.00,46 PLEASANT 14208
74,HERMAN,14212,ONE FAMILY DWELLING,32.00,132.00,74 HERMAN 14212
162,HERMAN,14211,ONE FAMILY DWELLING,30.00,132.00,162 HERMAN 14211
322,TRENTON,14201,TWO FAMILY DWELLING,31.00,100.00,322 TRENTON 14201
218,HERMAN,14211,ONE FAMILY DWELLING,30.00,132.00,218 HERMAN 14211
308,HERMAN,14211,RESIDENTIAL VACANT LAND,25.00,141.00,308 HERMAN 14211
418,HIGH,14204,ONE FAMILY DWELLING,32.00,118.00,418 HIGH 14204
482,HIGH,14211,ONE FAMILY DWELLING,54.00,200.00,482 HIGH 14211
546,UTICA EAST,14208,TWO FAMILY DWELLING,34.00,150.00,546 UTICA EAST 14208
451,UTICA EAST,14208,DOWNTOWN ROW TYPE (DETACHED),59.33,142.00,451 UTICA EAST 14208
53,JOHNSON ST,14212,ONE FAMILY DWELLING,33.00,132.00,53 JOHNSON ST 14212
55,JOHNSON ST,14212,TWO FAMILY DWELLING,35.00,132.00,55 JOHNSON ST 14212
79,JOHNSON ST,14212,ONE FAMILY DWELLING,40.00,132.00,79 JOHNSON ST 14212
89,JOHNSON ST,14212,TWO FAMILY DWELLING,58.00,132.00,89 JOHNSON ST 14212
117,JOHNSON ST,14212,ONE FAMILY DWELLING,25.00,132.00,117 JOHNSON ST 14212
369,JOHNSON ST,14211,ONE FAMILY DWELLING,30.00,68.00,369 JOHNSON ST 14211
24,JOHNSON ST,14212,ONE FAMILY DWELLING,34.00,132.00,24 JOHNSON ST 14212
78,JOHNSON ST,14212,ONE FAMILY DWELLING,30.50,132.00,78 JOHNSON ST 14212
